file_name,keywords,count,text_length
text_0032a5e6e17e933839d33df49f242892.txt,"气候变化,肯塔基州,发电厂,华尔街日报,适用范围,共和党,其管辖,发电机组,环境保护局,权限",10,518
text_0044e73d4eabc011f3ba8d1e159e1e5b.txt,"气候,技术,主板,核心,威胁,涨幅,华银,重新加入,特使,龙源",10,389
text_00bf5ffe3ff3a41b4c6f4f5354e74d49.txt,"新冠,病毒,助理,股指,白宫,斗争,比美,风险,期货,阳性",10,817
text_00ed21ee1371563d97f6d2d3076e04ea.txt,"科技,核电,技术,核能,核泄漏,谈判,气候,排放量,能源部,运用",10,652
text_0122b2ddcdbf0a89911663ac76f6abea.txt,"石油,能源,电动车,汽车,新能源,管道,补贴,共和党,共和党人,蒙大拿州",10,3517
text_014eebcbe73c1a20aae473c633055a89.txt,"评论,军事,台海,热点,旅游,财经,名人轶事,百态,台湾,热议",10,352
text_01783ad3fa1801a2623da6f6f1091477.txt,"能源,材料,人网,文章,发电,气候,团队,投稿,巴黎,气候变化",10,1515
text_0187505bced89a0da635a01e6f04741f.txt,"能源,领先,电动汽车,新能源,板块,太阳能,行情,投资,半导体,来源",10,1749
text_01d1a1c98c82a7b41655b4e184e683ea.txt,"科学,疫情,新冠,白宫,媒体,科学家,边境,疫苗,病毒,条例",10,4865
text_01dba8faa1004e4b91e3a7ff7bc58faa.txt,"风力,风能,白宫,社区,港口,能源,离岸,发电场,发电,丹麦",10,920
text_01e41736c36896cb85e3b0ce14f3a18c.txt,"气候,气候变化,联合国,行动,讲话,领导人,中国外交部,进程,绿色,特雷斯",10,2275
text_021714dd5ab0ac0cf885d00783248770.txt,"国会,版本,报告,理念,教育,财政,税收,美国白宫,家庭,成果",10,1065
text_0228be5e2768f48fe74a69360fd06294.txt,"汽车,电动汽车,标准,制造商,销售,消费者,效率,新车,燃料,汽油",10,4980
text_02647d924ea7b5ed9f85087eb0e4260e.txt,"飞机,弹射器,蒸汽,电磁,海军,特战,马岛,横须贺,房兵,装置",10,575
text_02911d067191aeabe726307e4fc841f9.txt,"电力,能源,气候,气候变化,转型,绿色,动力,基本,碳税,路径",10,1511
text_02e9bf290351fcf33880b89da403bdc1.txt,"燃油,博客,标准,效率,成本,煤炭,机动车,太阳能,能源,汽车",10,891
text_02ea7a09cd6f20270c2c20c7c292475f.txt,"电动汽车,加州,环保署,汽车,标准,燃油,经济性,补贴,能源,新能源",10,8731
text_02ec6707f0440b4641a27a6736cd42d4.txt,"车辆,电动汽车,电动,汽车,制造商,福特,地球,电力,车队,安全部",10,1430
text_02f2b7d2ef9d3765f26344013bf0ae36.txt,"乙醇,玉米,燃料,工业,能源,农村,电动汽车,作物,太阳能,效率",10,1411
text_039fc58b755601c199bdee51a24b350d.txt,"经费,财年,大纲,科学,机构,研究院,国防,参议院,技术,海洋",10,5338
text_0423ccb93c1d29da4d97706777de8754.txt,"优势,南达科他州,区域,中心,布法罗,电力,投资,移民,世贸,机构",10,1864
text_04fc4bea6dd0d801499ed29ebf318fa0.txt,"环境,绿色,环境保护,能源,公众,气候变化,消极,利益,规制,分析",10,4045
text_050b359106a4b257ea521a9af081e494.txt,"天然气,行情,原油,油价,期货,分析,豆油,现货,期货价格,石油",10,1330
text_0517e98b49d63990877abfbe1c69419c.txt,"投资,中财,专业,标准,金额,气候,资讯,信托,基金,合格",10,1755
text_05743ad4fba730ec210c2d4948980c8b.txt,"气候,能源,气候变化,绿色,中美,化石,转型,核算,二氧化碳,对华",10,2961
text_065475ae2cd5401ae348ce5d60cc8317.txt,"加州,汽车,标准,污染,联邦政府,全国,汽车尾气,空气,燃油,效率",10,656
text_06e7cca81eadc3a0e32b6e5af3538eb7.txt,"州长,布隆,关系,气候,党籍,联合国,伯格,货品,碳税,气候变化",10,775
text_073033f601fe1e86d9fbf82d6c11bc69.txt,"太阳能,技术,预测,内华达州,关税,卫道士,佛罗里达州,公用事业,益处,就业机会",10,484
text_073e63ebdae261eb6e833d870c410faa.txt,"数据中心,能源,电力,气候,运营商,供应商,电力公司,用户,大量,提供商",10,2131
text_0796a66f2bd22c4a6fb7df60a585eda4.txt,"能源,住房,高科技,分配,经费,美国能源部,动力车,太阳能,石油,消息",10,1389
text_0a0b4e81ebac2e3442cf5e2ca8548acd.txt,"投资,指数,行动,甲烷,领袖,国会,行政部门,法规,能源,曼钦",10,1582
text_0a3f27e81282d3894dfe6e3fd585d725.txt,"税收,太阳能,风电场,财政部,新冠,供应链,肺炎,时限,财政部长,参议员",10,668
text_0a55002c98465ef54be5d66ca91bdb8d.txt,"能源,煤炭,石油,戴思攀,消费,天然气,年鉴,减产,美国务院,页岩",10,2421
text_0ae3fd9274ffd2db4f30af65d3c5e6a5.txt,"煤炭,地球,发电站,环境法,标准,福克斯,气候变化,环境,国立大学,摄氏度",10,920
text_0b43c0f03f8223234f31f4ec8f1562dd.txt,"社会,成本,美国白宫,指数,时期",5,112
