file_name,keywords,count,text_length
text_01ba86360ce461eeba0cb29f8b029a4a.txt,"工业,标准化,能源,工业部,安汶,会议,绿色,联合国,产生,主办方",10,847
text_02784f5803de6868ce9ad20f10c0c7dc.txt,"贾伯,消耗量,执行官,石油,能源,苏丹,路透社,排放量,日讯,二氧化碳",10,497
text_02ee4900a8dd0ee8df503f4993687faf.txt,"投资,民丹岛,街城,越南,旅游,酒店,新加坡,排华,太和,阿尔发",10,932
text_03a24d2ccaf47b6cd3081bc03bb572c2.txt,"成本,太阳能,印度尼西亚,发电机组,风能,储能,供电,平均水平,全国,非盈利",10,552
text_0414d2f9312e794c6e2eea2fe2129947.txt,"巴布亚,发电厂,条件,地理,太阳能,辛勤工作,能力,李丹,电气化,总裁",10,694
text_04874667232ae84f3c7f438cd84d13ec.txt,"太阳能,能源,吉瓦,印度,规模,容量,公用事业,招标,电力,跟踪器",10,4922
text_059f8e5e38e64d0610a43fa5160df645.txt,"气候,能源,气候变化,燃煤,转型,电厂,德里,肺炎,行动,环境部",10,4896
text_08b73ccbe33ccb4dab9cc94e94b053b0.txt,"投资,水电,燃油,水力发电,水力资源,补贴,压力,水电站,葛洲坝,省卡",10,596
text_098bddf42146060cf42ba49367d3758d.txt,"新能源,太阳能,补贴,东南亚地区,煤炭,财长,英卓华,成本低,马来西亚,韩日",10,415
text_09df3249e949ff1b78ef36425716da67.txt,"能源,新加坡,电力,出口,储能,胜科,廖内,发电,合资,环节",10,1525
text_0cafbf8c89d85ada83579ad57c1d507b.txt,"天然气,出口,外媒",3,23
text_0e1c8082a41aabe79313eac3b7d467b4.txt,"发电,电网,太阳能,电力,招标,资源,优势,柴油,分布式,组件",10,3704
text_12f9e63d96d7a0a84b26288057cc5b18.txt,"电力,太阳能,印度尼西亚,份额,发电,设想,电厂,生物质,燃煤,岛屿",10,443
text_13b25cef5414cb50ce2c849b32186cdc.txt,"天然气,机构,采收率,能源,储存",5,282
text_152941aa567e8682ae1e17d9277e5b16.txt,"棕榈油,燃料,能源,地热能,资源,网讯,太阳能,水电,生物质能,非盈利",10,465
text_17cd1ed0f787e11fcdcdd8510d105e73.txt,"资讯,热点",2,22
text_17dc8192555143ae59454a7eada17282.txt,"岛屿,印度尼西亚,能源,投资,太阳能,资源,规划,融资,风能,技术",10,5834
text_181bd01519991456796274489638b810.txt,"太阳能,生产商,混合,智库,高达",5,264
text_1886a59c70c70df8dcfdfc0091782718.txt,"智能,水电,容量,发电厂,电网,燃煤,水库,电厂,能源,水电站",10,2228
text_1bd91c23b111be74c48c3d819915561f.txt,"新加坡,电力,印度尼西亚,太阳能,新闻,高达,电站,澳大利亚,联合体,能源",10,1497
text_1deb9f8266d82a94ed721c19e86762c9.txt,"部署,发电,电力,屋顶,能源,设施,商业,印度尼西亚,变化,燃煤",10,1301
text_1fe5cde62162f6648be8c887a8987adb.txt,"电价,电厂,发电,封顶,风力,风电,能矿部,类型,一事,机制",10,1089
text_2087d408bee07c1bd7b6be93b3decabe.txt,"太阳能,容量,能源,印度尼西亚,苏门答腊,加里曼丹,竞标,电站,发电,屋顶",10,1587
text_226337f2d8ca11cb51a8bb6930a97f3f.txt,"太阳能,设备,浮动式,能源,印度尼西亚,电池板,资源,浮动,淡水,土地",10,1099
text_23ba20ede5b1e852f3afacf5eb423207.txt,"印度尼西亚,太阳能,苏拉威西,辐射量,装机容量,新能源,电力,能源,能源建设,赤道",10,781
text_23dcac5836b4daf93664b16ab26ae78c.txt,"天然气,液化,运输,物流,船舶,能源,管理,业务,合资,经本",10,1019
text_24dea839265b7dbaca5339338e72cee6.txt,"新能源,韩国现代,锂电池,汽车厂,宁德",5,245
text_301113d9958e7e535ffb45904c9e02ad.txt,"能源,太阳能,媒体,土地,成本,发电厂,预审,部署,发电,太阳辐射",10,1028
text_3101b8bed28ddb6a2af3704466778eae.txt,"投资,能源,风险,区域,爪哇,电力,电厂,燃煤,巴厘,煤炭",10,3688
text_312d4ecb5baf10bd296435f792377214.txt,"太阳能,成本,屋顶,印度尼西亚,法规,电力,进口,事件,装置,价值",10,2275
text_32e20c14a482182316b1acb44dee61ea.txt,"电站,规定,电价,电网,招标",5,279
text_35ecfc6d4735b20cc5afed7f1cd334b3.txt,"越通社,和平,环境,竞争,太平洋地区,印度,领导人,战略伙伴,斗争,关系",10,365
text_371150304a3e102cbbf2b9ff01fbef72.txt,"太阳能,屋顶,容量,潜力,雅加达,印度尼西亚,计量,泗水,智库,产生",10,1352
text_3759012f13bce7ed1a0f82b0ad512b98.txt,"菲律宾,试点,煤炭,转型,印度",5,156
