file_name,keywords,count,text_length
text_0120d51dc0c5f8cdbef38dee7a9c57e3.txt,"老大难,行动,进展,气候,交通部门",5,157
text_021728068996a8bf59b461b2c5c7e550.txt,"交易,每吨,地板,基准,合约,航空公司,电力公司,制造商,支持者,格林威治",10,381
text_02b2411074b6d25f1780ef1aae141b7c.txt,"危机,信任,转型,数字,工业,阿富汗,谈判,数字化,论坛,领导人",10,6268
text_071b3d5016070b1820110eca6a5ff96d.txt,"新政府,领导人,对华政策,关系,新冠,议院,环球时报,疫情,巴赫,中德关系",10,2754
text_074937bbf0f07ab41fb573257bdac801.txt,"贸易,汽车,中心,工业,中德,孔子,拉尔松,德市,学院,领导人",10,3643
text_08022b999d5af35334bbcceffd88a8d2.txt,"仪式,候任,疫情,火炬,军乐,哈根,颂歌,网站,国防部,歌手",10,1429
text_084faf16581c5c9b6b7c7ee688420567.txt,"煤炭,电站,燃煤,能源,气候,发电,电力,支持率,政党,绿色",10,2320
text_08d3b90e776a317125f53eea0376d3cc.txt,"氢能,燃料电池,港口,钢铁,事务,燃料,能源,运输,物流,钢铁行业",10,1200
text_090c03c86dfb7c902de02f05e959a8e5.txt,"电池,汽车,消息",3,49
text_0b118548cec4dc0653e6a64dc12ddbb8.txt,"气候,技术,能源,绿色,建筑,加码,法案,欧洲议会,工业,建筑业",10,2009
text_0bb045e8709b381139845b69cbf98a19.txt,"自由民主党,车辆,发电,小康,领导人,老马,转型,日讯,安格拉,德国社会民主党",10,335
text_0cd6b143c354c4a3f25c1f3404cda94c.txt,"风电,氢能,制氢,风电场,能源,技术,交通部,新建,经济部,海域",10,479
text_0dc34db6342e94871531f3d4e4609942.txt,"天然气,工厂,北溪,大量,能源,汽车,供气,管道,老百姓,丰田",10,2910
text_0e4582b5cc6282c2f24a71681ba2b58b.txt,"疫情,新冠,来源,气候,投向,目光,火速,中法,赠人,道理",10,894
text_0ec038646711f8e0e182b830d2d5e4b1.txt,"气候,转型,汽车,基金,高功率,萧兹,新政府,电动汽车,网络,奥拉夫",10,716
text_0fec00495b2617d5cc1a5a49b7d79765.txt,"沈阳,中欧,交流,工业,东北,结构性,世贸组织,改革,议定书,中德",10,2420
text_12ab75267e391f56969b1dc42c0ed0c1.txt,"氢能,技术,生产,运输,记者,氢气,科技界,经济界,降低生产,中新社",10,504
text_135566c86fe2c80d4ae841876591b8c3.txt,"太阳能,中德关系,时代,建筑,屋顶,竞争,光板,宁德,贸易战,上台",10,3350
text_14685700078ac08ce20ff43eee1f89f4.txt,"燃油,汽车,电动车,凤凰网,拓建",5,242
text_1681a3c3822d0fb863526158a9530ba4.txt,"燃料,航空,航空业,变革,讲话,德国汉莎航空公司,卡斯滕,脱碳,标题,流程",10,594
text_16e1d896da8b94aadf25668fbe7145bd.txt,"气候,生物,领导人,联合国,大会,峰会,来源,佳闻,定价,公约",10,799
text_173c8aaf9bd795783fa9635bfe260c16.txt,"绿色,移动,债券市场,个人,新区,发布会,气候,成都,交易所,债市",10,1410
text_1c7f151017691f9db8fbb51d707616e8.txt,"能源,天然气,绿色,用电,核电,联合政府,左翼,吉瓦,北溪,上台",10,1794
text_1cb656c79b358b6e1a64fcea1dda0606.txt,"电动汽车,汽车,大众,补贴,工业,工厂,转型,汽车行业,宝马,参数",10,3247
text_1e1d474032d6771942327b46269c1903.txt,"雪球,来源,作者",3,93
text_20629e996f7f72038e837869203741ea.txt,"金融,来源,财经,草案,消息人士",5,135
text_24a474c5b9c79d6b7033b11143733325.txt,"规定,气候,工业,联邦政府,保护法,委员会,专家,环境,法律,高校",10,943
text_27d06e7ef63513befe6fe639c3c00dcb.txt,"核电站,格龙德,雷明根,贡德,源江",5,222
text_2806cad170f31e51aa2a1b68239783db.txt,"燃料电池,氢能,能源,汽车,转型,资源,戴姆勒,技术,核电,基础设施",10,2612
text_28b842d9047ee42f38f3473fc0e505a0.txt,"能源,天然气,关系,俄欧,出口,运输,新闻,进口,管道,专栏",10,2215
text_2a3dde9e763546d6a292629f0ebab74a.txt,"核电站,总台,能源,下萨克森州,巴伐利亚州,经济网,广播电视,统计数据,福岛,事故",10,351
text_2b7404ef3214e40e5382e6ac862a7962.txt,"桌面,公网",2,34
text_2cb128ea924a5929c893cb115ddb0afd.txt,"电价,风电,补贴,能源,装机,绿色,电力,规定,发电,来源",10,4445
text_2db2e168d73c950b00275b7397850783.txt,"能源,煤炭,英国,乔纳森,疫情,发电,核电,天然气,断电,福岛",10,921
text_2fd1311c2eb8310800ab109da379fd3a.txt,"危机,人民,方案,财政,意国,疫症,动用,疫情,海啸,布鲁塞尔",10,1627
text_342e4840aa6957ac9dc32bdbd2acdb54.txt,"生产,转载自,风能,太阳能,天然气,经济部,电解,电子邮件,绿色,能源",10,672
text_34f5bb2ec5ba77b7dd8c7f35581f4245.txt,"能源,核电站,转型,石荷州,下萨克森州,巴伐利亚州,福岛,事故,环境保护,符腾堡",10,484
text_3bbad9013d69f89b62caf6ca18ca0229.txt,"谈判,主张,社会,妥协性,文件,结果显示,文汇报,脱碳,德纳,协商",10,1684
text_3e40bf45ee6674977fbdc9da01f212fc.txt,"疫情,电力,电价,能源,缺电,来源,预测,彭博,速度,能力",10,646
text_437573339f52b634aabecdc3c6057bcc.txt,"关系,盟友,利益,管道,记者会,保持平衡,天然气,分歧,外交,任期",10,2034
text_437afd8d64cb3425208cf15d7e4df1af.txt,"气候,技术,能源,绿色,建筑,加码,法案,欧洲议会,工业,建筑业",10,2070
text_44fc171cac635d4fbb63a864b61a0f65.txt,"发电,补贴,电力,成本,风光,电价,电网,风电,发电量,波动",10,4518
text_4508f94ae151b13bdc5b3c78a611dfa9.txt,"领导人,转型,新政府,联社,债务,财政,投资,来源,经济体,升级",10,1086
text_47c9d05520b6760f98ccff897a01d3b2.txt,"土耳其,难民,冯德,气候,数字化,疫情,援助,新闻,叙利亚,佳闻",10,816
text_4946339f962a6c073ca4dfceea515345.txt,"氢能,法尔,碳化,瓦滕,技术,日本,摩尔,发电厂,公共交通,化工企业",10,472
text_4b97962426a179f087aa0cbf0d1b85cf.txt,"数字化,技术,数字,疫情,新冠,能源,变革,工业,智库,转型",10,1513
text_4c04ad0df33417fc1ab92c83829fa98a.txt,"电动汽车,德国联邦政府,报告,供应商,私人,特权,采购计划,转型,领先,领头羊",10,532
text_4c129f1c9770db5c8a474176311e2fe4.txt,"气候变化,生态,气候,视频会议,绿色,框架,公约,原则,工作,联合国",10,1024
text_4c26ebb2fadf1b4f714bd7eb56c3832f.txt,"涡轮机,氢气,吉瓦,电力,会因,装机容量,风力,确定性,发电,沿海地区",10,414
text_4fa081230be422a996af885f5c1278f9.txt,"七国集团,疫苗,领导人,新冠,新闻,疫情,峰会,主义,声明,世界卫生组织",10,984
text_4fce08d45e0d103d0adff20a3287997c.txt,"气候变化,中新社,库恩,记者,气候,大会,制裁,资料,学者,哥本哈根",10,3843
text_504f81b4a6f04f783d55f9da65696214.txt,"风力,转载自,风电场,运营商,发电,氢能,能源,自由民主党,环球时报,社会民主党",10,570
text_51185631aeadeb09be13d15076c47460.txt,"天然气,能源,智库,定价,汽油,柴油,二氧化碳,转型,燃油,明显降低",10,562
text_5385580e54c8d889278e2d183b7aca14.txt,"森林,土壤,二氧化碳,城市,绿色,植树造林,长城,树木,大气,造林",10,997
text_53a5c7ca9f61638b15739c04eace72c3.txt,"天然气,人士,参考消息,贝克,管道,分析,态度改变,法新社,外长,风能",10,735
text_53e82538f617dfd3bacf761461257f33.txt,"太阳能,工业,领先,电站,公众,专业,与会者,隆基,锦浪,转型",10,1110
text_54837d6802f09a01ade9e69d16bf7d02.txt,"天然气,能源,进口,地缘,北溪,出口,两国,液化,制裁,双重",10,1657
text_54af80c3b8da3a843dd91e56a0cc0e66.txt,"驻德,天然气,工程,北溪,盟友,军队,日本,风能,驻军,美国会",10,1427
text_57811d2904e60bd847e84d3fb2bb045c.txt,"氢气,生产,搜狐,物流,氢能,能源,联邦政府,燃料电池,重磅,验证码",10,3105
text_59c22935a596cadb1fd06272dc4aab96.txt,"气候,汪文斌,英国,外媒,森林资源,政策措施,空洞,大会,绿化,意义",10,722
text_5e69da6632683b1874560c955a5391a9.txt,"北威州,气候,预警,基民盟,气候变化,洪灾,灾害,政党,洪水,社会",10,4347
