fileId,orgin_fileId,title,url,keywords,description,source,author,date,year,domainName,websiteName,views,comments,likes,forwardings,language,area,title_in_article,news_category
text_b0b736d419261fed10fc7a9b3f4d3dca.txt,b0b736d419261fed10fc7a9b3f4d3dca,关于风电 川普到底对《纽约时报》说了些什么？,https://www.in-en.com/article/html/energy-2258013.shtml,"风机,风电补贴,风电产业",关于风电 川普到底对《纽约时报》说了些什么？美国当选总统川普会见《纽约时报》编辑部和记者，涉及风电的谈话观点以及原文实录如下： 风电是大忽悠I mean， I have a problem with windjust I mean， the wind is a very deceiving thing.我媒体聚焦 能源要闻 国际能源网-能源资讯中心媒体聚焦栏目提供最新最全的媒体聚焦能源资讯信息，涵盖媒体聚焦能源动态信息等新闻资讯等信息。能源资讯,国际能源小数据,,2016-11-29,2016.0,www.in-en.com,国际能源网,,0.0,,,zh,美国,,
text_871a31b89114324dd01611d834923e79.txt,871a31b89114324dd01611d834923e79,天下奇闻 | 特朗普吐槽风力发电产生烟雾噪音 墨西哥“偷书窃衣”大使辞职,https://www.sohu.com/a/362540043_313745,"特朗普,相关,里卡多·巴莱罗,烟雾,二氧化碳,年轻人,贝里,噪音,风车,环境,约旦,嗅探犬,墨西哥,特朗普,巴莱罗",12月21日，特朗普在佛罗里达州参加活动时又一次吐槽起风力发电，他告诉与会者，他“从未理解”风力发电的魅力。报道称，他先是指责制造风车会产生大量烟雾，继而说到了相关产业也会造成空气污染。据海外网2…,,界面新闻,2019-12-24,2019.0,www.sohu.com,搜狐,,,,,zh,美国,,
text_0f0661f94a46358d1a8fadf77e77a0f0.txt,0f0661f94a46358d1a8fadf77e77a0f0,浅评：美国历史上最大的海上风电场获批意味着什么？,https://www.sohu.com/a/466407257_121010025,"涡轮机,美国,装机容量,计划,历史,葡萄园,风能,海上,发电场,风力,观点评论,涡轮机,美国,风能,发电场,风力",对于美国这样一个能源消耗超级大国来说，其清洁能源占比并不高，其中，美国的海上风电产业规模就很小，只有7个风力涡轮机在罗德岛和弗吉尼亚附近运行。 2021年5月11日，美国政府最终批准了“葡萄园风电（…,,知新了了,2021-5-14,2021.0,www.sohu.com,搜狐,,,,,zh,美国,,
text_2fb25ee366dd626b1092af44c005af1b.txt,2fb25ee366dd626b1092af44c005af1b,2650万美元！特朗普增加2021财年海上风电预算！,https://www.sohu.com/a/373059559_257552,"预算,能源网,开发,环境,海洋,wind-,项目,信号,提案,头条,消息资讯,财年,美元,预算,特朗普,风电头条",国际能源网/风电头条（微信号：wind-2005s）获悉，近日，特朗普政府拟议为美国海洋能源管理局（BOEM）提供1.89亿美元的2021财年预算，并指定近2700万美元用于开发海上风电。 据悉，拟议的…,,国际能源网,2020-2-14,2020.0,www.sohu.com,搜狐,,,,,zh,美国,,
text_a2794c804194080616a3fd415211db54.txt,a2794c804194080616a3fd415211db54,特朗普：煤炭清洁、美丽，风电垃圾，太阳能不够用,https://www.163.com/dy/article/ELU5D3D005509P99.html,,特朗普：煤炭清洁、美丽，风电垃圾，太阳能不够用，,网易,全国能源信息平台,2019-8-6,2019.0,www.163.com,网易,,0.0,,,zh,美国,,
text_fc48a6f6824ec4cfb542ecb80128aa39.txt,fc48a6f6824ec4cfb542ecb80128aa39,特朗普下台直接利好美国风电？做空机构强烈看多涡轮机叶片制造商TPI,http://finance.sina.com.cn/wm/2020-12-10/doc-iiznezxs6245467.shtml,"特朗普,拜登,风电行业,做空机构,特朗普,拜登,风电行业,做空机构",,,市值风云,2020-12-10,2020.0,finance.sina.com.cn,新浪财经,,,,,zh,美国,,
text_b10015006cbec99a9327215f8ce006c3.txt,b10015006cbec99a9327215f8ce006c3,浅评：美国历史上最大的海上风电场获批意味着什么？,https://www.163.com/dy/article/G9VI6PCG0532I50T.html,"风电场,风电,风力发电,风能,涡轮机,拜登",浅评：美国历史上最大的海上风电场获批意味着什么？，风电场，风电，风力发电，风能，涡轮机，拜登,网易,知新了了,2021-5-14,2021.0,www.163.com,网易,,0.0,,,zh,美国,,风力发电|风能|涡轮机|拜登
text_0a3f27e81282d3894dfe6e3fd585d725.txt,0a3f27e81282d3894dfe6e3fd585d725,独家翻译 | 特朗普将通过调整补贴支持风电发展,https://www.in-en.com/article/html/energy-2290714.shtml,"美国能源市场,可再生能源,投资税收抵免",独家翻译 | 特朗普将通过调整补贴支持风电发展国际新能源网讯：近日，特朗普政府同意修改主要可再生能源税收抵免规则，此举对寻求更多时间申请补贴的风电场所有者来说非常关键，因为全球新冠肺炎大流行导致新项目陷入停滞。在致参议员Charle国际能源要闻 能源要闻 国际能源网-能源资讯中心国际能源要闻栏目提供最新最全的国际能源要闻资讯信息，涵盖国际能源要闻动态信息、国际能源要闻研究，国际能源要闻分析国际能源要闻新闻资讯等信息。能源资讯,国际能源网  作者：Star编译,Star编译,2020-5-9,2020.0,www.in-en.com,国际能源网,,0.0,,,zh,美国,,
text_3b0074772dc85d7b606a998fcad456e9.txt,3b0074772dc85d7b606a998fcad456e9,风电被特朗普黑的体无完肤 却是全球最廉价的清洁能源,https://www.sohu.com/a/362667281_131990,"特朗普黑,风车,全球,发电,能源,成本,鸟类,Wom,Eknower,电源,观点评论,风车,风电,特朗普,鸟类,发电量",12月22日，特朗普在佛罗里达活动上吐槽风车发电他说：制造风车会产生大量烟雾，并指责风车产生噪音，让房价贬值、杀死鸟类。 在某一次共和党众议员竞选的筹款活动上，除了如往常一样攻击风电需要补贴以外他还说：“…,,北极星电力网,2019-12-25,2019.0,www.sohu.com,搜狐,,,,,zh,美国,,
text_6eb8ebf5036620cd5e9f82731853999a.txt,6eb8ebf5036620cd5e9f82731853999a,特朗普称很欣慰美国不依赖风能发电，因为“风偶尔才刮一下”,https://www.163.com/dy/article/EBK496GP05373Y22.html,,特朗普称很欣慰美国不依赖风能发电，因为“风偶尔才刮一下”，,网易,戚良骥娱乐,2019-3-31,2019.0,www.163.com,网易,,0.0,,,zh,美国,,
text_b78518923f329af0b48d5e6fbe2c9c92.txt,b78518923f329af0b48d5e6fbe2c9c92,总统辩论事实核查：风力发电确实杀死很多鸟，但特朗普不太懂风能,https://new.qq.com/rain/a/20201024A00T16,"总统辩论事实核查：风力发电确实杀死很多鸟，但特朗普不太懂风能,风力发电,风力涡轮机,太阳能,特朗普",总统辩论事实核查：风力发电确实杀死很多鸟，但特朗普不太懂风能,,,2020-10-24,2020.0,new.qq.com,腾讯网,,,,,zh,美国,,
text_77de1724056682c24e2988ef0c6ecc32.txt,77de1724056682c24e2988ef0c6ecc32,【存照】《纽约时报》发文批驳特朗普关于风电的奇谈怪论,https://www.sohu.com/a/307088433_778776,"特朗普,存照,风力,涡轮机,能源,电力,发电场,癌症,数据,研究",最近，在一些集会和演讲中，特朗普加大了对风力涡轮机的攻击力度，《纽约时报》日前发文，逐一批驳特朗普总统对于风电的诋毁。 然而，公平地说，如果风能和太阳能发电继续扩大（这两个来源去年产生了8.2％的国家电力…,,国际能源小数据,2019-4-9,2019.0,www.sohu.com,搜狐,,,,,zh,美国,,
text_2bf6ebd73b94c73914328d3ad32edbfb.txt,2bf6ebd73b94c73914328d3ad32edbfb,通用汽车的最新决定意味着它将永远甩掉特朗普,https://www.163.com/dy/article/GTE5P1IJ0552EEOP.html,"特朗普,汽车,福特,加州,零排放",通用汽车的最新决定意味着它将永远甩掉特朗普，特朗普，汽车，福特，加州，零排放,网易,车界视角圈,2022-1-11,2022.0,www.163.com,网易,,0.0,,,zh,美国,,福特|加州|零排放
text_2e741cbe38e5ac242f2f8246e1459e7f.txt,2e741cbe38e5ac242f2f8246e1459e7f,通用汽车呼吁特朗普政府为零排放汽车项目提供支持,https://www.sohu.com/a/272190430_390500,汽车  电动车  通用  ,通用汽车10月26日表示，即便是在政府要求加利福尼亚停止增加新能源汽车数量的情况下，通用还是希望特朗普政府能,,中国汽车流通协会有形市场商会,2018-10-30,2018.0,www.sohu.com,搜狐,137.0,0.0,,,zh,美国,,
text_d9e976502978203ab39344457ee13edd.txt,d9e976502978203ab39344457ee13edd,通用希望特朗普政府支持全国性的零排放汽车项目,https://www.sohu.com/a/271598435_180520,汽车  电动车  通用  ,关于节能减排，第六届汽车与环境创新论坛之平行论坛“节能汽车技术探讨”，将通过14场主题演讲，多位重量级演讲嘉宾助阵，通过1天时间，深入行业，力图使与会嘉宾有所收益。 主题发言：新四化下中国零部件产…,,盖世汽车,2018-10-27,2018.0,www.sohu.com,搜狐,289.0,0.0,,,zh,美国,,
