fileId,title,url,keywords,description,source,author,date,year,domainName,websiteName,views,comments,likes,forwardings,language,area,title_in_article,news_category
c6dc2c7d-eb86-46eb-b339-c0a8b4372723,学习进行时丨新年考察冬奥，习近平关心哪些事？--时政--人民网,http://politics.people.com.cn/n1/2022/0108/c1001-32326953.html,习近平 冬奥村 专项体能 冬奥会 残奥会 中国队 讲习所 中央军委主席 国家主席 中共中央总书记,【学习进行时】新年伊始，习近平总书记就开始了国内考察调研，在北京深入体育场馆、媒体中心、训练基地等，考察2022年冬奥会、冬残奥会筹办备赛工作。考察中，习近平都关心了哪些事？新华社《学习进行时》原,,,2022/1/8,2022,people.com.cn,人民网,,,,,zh,中国,,
41e99aef-dfbc-4cc2-9bd9-b86de311fa40,建设世界科技强国--理论-人民网,http://theory.people.com.cn/n1/2018/0103/c416126-29743058.html,",建设世界科技强国--理论",纵观人类发展历史，创新始终是一个国家、一个民族发展的重要力量，也始终是推动人类社会进步的重要力量。不创新不行，创新慢了也不行。如果我们不识变、不应变、不求变，就可能陷入战略被动，错失发展机遇，甚至错过，建设世界科技强国--理论,,,2018/1/3,2018,people.com.cn,人民网,,,,,zh,中国,,
bbf9c74a-31aa-4d5f-bd55-61dcf5afd5de,大国担当！中国引领全球气候治理（在习近平新时代中国特色社会主义思想指引下——新时代新作为新篇章）--国际--人民网,http://world.people.com.cn/n1/2018/0613/c1002-30054209.html,,“中国现在致力于向世界提供国际公共产品，在应对气候变化方面发挥关键作用，深入参与全球环境治理。当今世界需要中国这样负责任的国家在全球生态环境议题中发挥引领作用。”联合国副秘书长兼环境规划署执行主任,,,2018/6/13,2018,people.com.cn,人民网,,,,,zh,中国,,
cf88b67d-871b-456f-83b7-dd6d23508e96,全球低碳减排，中国展现大国担当--经济·科技--人民网,http://finance.people.com.cn/n1/2020/1019/c1004-31896423.html,,青海省海南藏族自治州共和县塔拉滩的光伏发电基地。 新华社记者邢广利摄 美国《外交政策》双月刊网站发表美国哥伦比亚大学历史学教授亚当·图泽的文章称，中国国家主席习近平近日在联合国大会的讲话中提到,,,2020/10/19,2020,people.com.cn,人民网,,,,,zh,中国,,
0de7fc01-686a-419a-a0c5-b714682cac59,习近平总书记批示关注的几桩破坏生态环境事件整治得咋样？-新华网,http://www.xinhuanet.com/politics/2016-03/11/c_128793729.htm,"生态环境,秦岭,煤田,保护区,卡拉",习近平总书记批示关注的几桩破坏生态环境事件整治得咋样？---秦岭山麓生态屏障违规建别墅、千岛湖饮水保护区违规填湖、青海木里煤田超采破坏植被、新疆卡拉麦里保护区“缩水”给煤矿让路等，就是其中的几件。,,,2016/3/11,2016,xinhuanet.com,新华网,,,,,zh,中国,,
06e04972-87b3-496c-afcb-1193f3317df7,习近平绿色发展三大思路：绿色惠民、绿色富国、绿色承诺-新华网,http://www.xinhuanet.com/politics/2016-01/10/c_128613086.htm,"习近平,绿色,发展难题,发展生产力,化石能源",,,,2016/1/10,2016,xinhuanet.com,新华网,,,,,zh,中国,,
52099097-f7d5-4dd9-be60-c675f9fb1a29,总书记倡绿植绿，来自太空的观察-新华每日电讯,http://news.xinhuanet.com/mrdx/2021-04/03/c_139855685.htm,,,,,2021/4/3,2021,xinhuanet.com,新华网,,,,,zh,中国,,
ea5b9d38-7760-4e19-a8cd-76db55038243,习近平：推动国土绿化不断取得实实在在的成效-新华网,http://www.xinhuanet.com/politics/2019-04/08/c_1124340513.htm,习近平,习近平：推动国土绿化不断取得实实在在的成效-新华网,,,2019/4/8,2019,xinhuanet.com,新华网,,,,,zh,中国,,
2e910b97-4f53-4c5e-95f2-12fc60800363,习近平致信祝贺第十九届国际植物学大会开幕--军事--人民网,http://military.people.com.cn/n1/2017/0725/c1011-29426830.html,,,,,2017/7/25,2017,people.com.cn,人民网,,,,,zh,中国,,
64c80d71-9256-4cc8-a3d0-be23623a4feb,习近平：建设绿色家园是人类的共同梦想【2】--时政--人民网,http://politics.people.com.cn/n1/2016/0407/c1001-28258626-2.html,习近平 荒漠生态系统 生态水位 碳储量 林业战略 绿色家园 人类命运 十三五 植树造林 大国责任,“万物各得其和以生，各得其养以成。”良好的生态是人类发展的基础，美丽的绿色是人类共同的期盼。4月5日上午，习近平在参加首都义务植树活动时指出：“建设绿色家园是人类的共同梦想。我们要着力推进国土绿化,,,2016/4/7,2016,people.com.cn,人民网,,,,,zh,中国,,
979b4764-b9e1-4714-8fe8-8860338fc061,习近平：发扬中华民族爱树植树护树好传统?推动国土绿化不断取得实实在在的成效--新闻报道-中国共产党新闻网,http://cpc.people.com.cn/n1/2019/0409/c64094-31018709.html,",习近平：发扬中华民族爱树植树护树好传统?推动国土绿化不断取得实实在在的成效--新闻报道",4月8日，党和国家领导人习近平、栗战书、汪洋、王沪宁、赵乐际、韩正、王岐山等来到北京市通州区永顺镇参加首都义务植树活动。这是习近平同大家一起植树。 新华社记者谢环驰摄要践行绿水青山就是金山银山的理念，习近平：发扬中华民族爱树植树护树好传统 推动国土绿化不断取得实实在在的成效--新闻报道,,,2019/4/9,2019,people.com.cn,人民网,,,,,zh,中国,,
b27f781a-0088-4d68-ad2e-3f0b25499c10,习近平：像对待生命一样对待生态环境 让祖国大地不断绿起来美起来-新华网,http://www.xinhuanet.com/politics/2018-04/02/c_1122627178.htm,习近平,习近平：像对待生命一样对待生态环境 让祖国大地不断绿起来美起来---中共中央总书记、国家主席、中央军委主席习近平2日上午在参加首都义务植树活动时强调，绿化祖国要坚持以人民为中心的发展思想，广泛开展国土绿化行动，人人出力，日积月累，让祖国大地不断绿起来美起来。,,,2018/4/2,2018,xinhuanet.com,新华网,,,,,zh,中国,,
a1559ae7-6b29-485d-afee-2c3918e8a38f,跟总书记一起“做种树者”-新华网,http://www.xinhuanet.com/politics/2018-04/02/c_1122627995.htm,习近平,跟总书记一起“做种树者”---,,,2018/4/2,2018,xinhuanet.com,新华网,,,,,zh,中国,,
701de444-8be9-41dc-abc4-29334f82486a,习近平对河北塞罕坝林场建设者感人事迹作出重要指示-新华网,http://news.xinhuanet.com/politics/2017-08/28/c_1121557749.htm,习近平,,,,2017/8/28,2017,xinhuanet.com,新华网,,,,,zh,中国,,
ab2f652a-f644-4ab6-89f7-c878c8d89891,习近平等参加义务植树活动：保护好每一寸绿色-高层动态-新华网,http://www.xinhuanet.com/politics/2014-04/04/c_1110114909.htm,习近平,习近平等参加义务植树活动：保护好每一寸绿色---植树间隙，习近平同北京市和国家林业局负责同志谈起造林绿化工作，对新中国成立60多年来我国植树造林取得的成绩给予充分肯定。,,,2014/4/4,2014,xinhuanet.com,新华网,,,,,zh,中国,,
752afdba-0c66-4e2a-8477-947b48796736,习近平：把造林绿化事业一代接着一代干下去-新华网,http://www.xinhuanet.com/politics/2017-03/29/c_1120720192.htm,习近平,,,,2017/3/29,2017,xinhuanet.com,新华网,,,,,zh,中国,,
40b92aaa-a8fb-4c32-8106-e8490211ebad,习近平在联合国生物多样性峰会上的讲话（全文）-新华网,http://www.xinhuanet.com/politics/leaders/2020-09/30/c_1126565287.htm,习近平,习近平在联合国生物多样性峰会上的讲话（全文）-新华网,,,2020/9/30,2020,xinhuanet.com,新华网,,,,,zh,中国,,
4ceaf49b-97dc-478a-bf2e-af0012b2e477,中美关系、5G技术…习近平的最新回应来了--国际--人民网,http://world.people.com.cn/n1/2019/0608/c1002-31125656.html,习近平 一带一路 中美关系 中方愿 国际社会 普京总统 联合国 议程 圣彼得堡 金钥匙,【学习小组按】 最新消息，6月8日上午，在结束对俄罗斯国事访问并出席第二十三届圣彼得堡国际经济论坛后，习近平回到北京。 在圣彼得堡国际经济论坛上，习近平出席并发表题为《坚持可持续发展 共创繁荣,,,2019/6/8,2019,people.com.cn,人民网,,,,,zh,中国,,
d31d998c-62cd-47f2-bebc-8b817c1d3eac,习近平：避免使城市变成一块密不透气的“水泥板”--专题报道-人民网,http://cpc.people.com.cn/xuexi/n1/2018/0226/c385476-29834583.html,",习近平：避免使城市变成一块密不透气的“水泥板”--专题报道",“学习路上”大型网络数据库 点击进入【学习路上按】党的十八大以来，习近平同志关于社会主义生态文明建设的一系列重要论述，立意高远，内涵丰富，思想深刻，对于我们深刻认识生态文明建设的，习近平：避免使城市变成一块密不透气的“水泥板”--专题报道,,,2018/2/26,2018,people.com.cn,人民网,,,,,zh,中国,,
7ab14d20-e88e-4870-a139-e164cb7a5b8d,习近平：培养热爱自然珍爱生命的生态意识--新闻报道-人民网,http://cpc.people.com.cn/n1/2017/0329/c64094-29178009.html,",习近平：培养热爱自然珍爱生命的生态意识--新闻报道",习近平在参加首都义务植树活动时强调培养热爱自然珍爱生命的生态意识把造林绿化事业一代接着一代干下去张德江俞正声刘云山王岐山张高丽参加中共中央总书记、国家主席、中央军委主席习近平29日上午在参加首都义务植，习近平：培养热爱自然珍爱生命的生态意识--新闻报道,,,2017/3/29,2017,people.com.cn,人民网,,,,,zh,中国,,
9e27b30c-1f2d-4861-8579-85c555e28a7f,习近平：人与自然是个生命共同体--理论-人民网,http://theory.people.com.cn/n1/2017/0609/c40531-29328854.html,"大自然 尊崇自然 人类 人与自然关系 三山两河 山水 蒙古族 自然界 种植 林田湖,习近平：人与自然是个生命共同体--理论",我们要认识到，山水林田湖是一个生命共同体，人的命脉在田，田的命脉在水，水的命脉在山，山的命脉在土，土的命脉在树。用途管制和生态修复必须遵循自然规律，如果种树的只管种树、治水的只管治水、护田的单纯护田，，习近平：人与自然是个生命共同体--理论,,,2016/9/5,2016,people.com.cn,人民网,,,,,zh,中国,,
4145c0f0-917d-45d4-8615-cccaaf4c8c00,提升生态碳汇能力（大家手笔）--理论-中国共产党新闻网,http://theory.people.com.cn/n1/2021/0610/c40531-32127160.html,",提升生态碳汇能力（大家手笔）--理论",习近平总书记指出：“‘十四五’时期，我国生态文明建设进入了以降碳为重点战略方向、推动减污降碳协同增效、促进经济社会发展全面绿色转型、实现生态环境质量改善由量变到质变的关键时期。”如期实现碳达峰、碳，提升生态碳汇能力（大家手笔）--理论,,,2021/6/10,2021,people.com.cn,人民网,,,,,zh,中国,,
59d442a7-41ad-4aa9-9b2a-42f65c34a4b5,习近平在气候雄心峰会上的讲话（全文）-新华网,http://www.xinhuanet.com/politics/leaders/2020-12/12/c_1126853600.htm,习近平,习近平在气候雄心峰会上的讲话（全文）-新华网,,,2020/12/12,2020,xinhuanet.com,新华网,,,,,zh,中国,,
804bc317-0f41-4794-a7ac-1f6ccf29559c,习近平的深情牵挂：“安心水”怎润百姓心--时政--人民网,http://politics.people.com.cn/n1/2020/0804/c1001-31809654.html,,,,,2020/8/4,2020,people.com.cn,人民网,,,,,zh,中国,,
0f3b74df-c168-4f16-a137-7de1e1c77ffe,习近平致信祝贺金沙江白鹤滩水电站首批机组投产发电,http://sc.people.com.cn/n2/2021/0629/c345167-34798554.html,,贺 信在金沙江白鹤滩水电站首批机组安全准点投产发电之际，我对此表示热烈的祝贺！白鹤滩水电站是实施“西电东送”的国家重大工程，是当今世界在建规模最大、技术难度最高的水电工程。全球单机容量最大功,,,2021/6/29,2021,people.com.cn,人民网,,,,,zh,中国,,
6a28f1c7-ff53-4576-8f89-db6a6dfdeb54,中国华电：情系水电心系人民?久久为功绿色而行--生态--人民网,http://env.people.com.cn/n1/2020/0708/c193227-31775705.html,,绿水青山就是金山银山。6月29日，习近平总书记在对金沙江乌东德水电站首批机组投产发电作出的重要指示中指出，“要坚持生态优先、绿色发展，科学有序推进金沙江水能资源开发，推动金沙江流域在保护中发展、在发展,,,2020/7/8,2020,people.com.cn,人民网,,,,,zh,中国,,
476aafb1-3b6d-48b6-bf4f-0330249a026a,习近平在中法全球治理论坛闭幕式上的讲话（全文）-新华网,http://www.xinhuanet.com/politics/leaders/2019-03/26/c_1124286585.htm,"全球,合作,治理,坚持,发展",习近平在中法全球治理论坛闭幕式上的讲话（全文）-新华网,,,2019/3/26,2019,xinhuanet.com,新华网,,,,,zh,中国,,
